14.0,59.0,816.0
29.0,751.0,638.0
472.0,763.0,602.0
473.0,758.0,232.0
476.0,742.0,233.0
478.0,736.0,233.0
480.0,728.0,233.0
481.0,722.0,232.0
482.0,715.0,234.0
484.0,710.0,231.0
485.0,705.0,234.0
486.0,703.0,233.0
487.0,698.0,232.0
490.0,685.0,232.0
491.0,683.0,233.0
492.0,680.0,232.0
493.0,675.0,601.0
496.0,666.0,233.0
497.0,662.0,232.0
498.0,659.0,602.0
499.0,657.0,232.0
500.0,653.0,602.0
501.0,649.0,234.0
502.0,646.0,233.0
503.0,643.0,232.0
504.0,640.0,602.0
505.0,637.0,601.0
506.0,632.0,601.0
508.0,628.0,599.0
509.0,625.0,601.0
510.0,623.0,234.0
511.0,621.0,602.0
512.0,620.0,234.0
514.0,612.0,600.0
515.0,610.0,233.0
516.0,609.0,601.0
517.0,605.0,233.0
518.0,604.0,233.0
519.0,601.0,233.0
520.0,600.0,232.0
521.0,595.0,232.0
522.0,595.0,601.0
523.0,592.0,600.0
524.0,590.0,601.0
525.0,588.0,232.0
526.0,585.0,232.0
527.0,585.0,233.0
552.0,746.0,151.0
554.0,828.0,371.0
556.0,853.0,442.0
557.0,865.0,474.0
558.0,865.0,474.0
559.0,884.0,526.0
560.0,894.0,561.0
561.0,907.0,598.0
562.0,920.0,606.0
563.0,932.0,612.0
564.0,946.0,626.0
565.0,946.0,626.0
566.0,959.0,637.0
567.0,971.0,650.0
568.0,985.0,669.0
569.0,998.0,687.0
570.0,1013.0,711.0
571.0,1016.0,713.0
572.0,993.0,671.0
573.0,959.0,598.0
574.0,936.0,557.0
575.0,918.0,521.0
576.0,892.0,473.0
577.0,892.0,475.0
578.0,875.0,446.0
579.0,858.0,420.0
580.0,840.0,393.0
581.0,831.0,379.0
582.0,812.0,356.0
583.0,813.0,356.0
584.0,803.0,345.0
585.0,795.0,335.0
586.0,781.0,323.0
587.0,771.0,314.0
588.0,771.0,315.0
589.0,762.0,310.0
590.0,756.0,305.0
591.0,749.0,304.0
592.0,740.0,300.0
593.0,736.0,283.0
594.0,736.0,285.0
595.0,730.0,260.0
596.0,725.0,248.0
597.0,723.0,239.0
598.0,719.0,225.0
599.0,714.0,213.0
600.0,714.0,211.0
601.0,711.0,203.0
602.0,706.0,195.0
603.0,703.0,192.0
604.0,700.0,184.0
605.0,697.0,182.0
606.0,699.0,180.0
611.0,777.0,224.0
612.0,798.0,241.0
613.0,796.0,239.0
614.0,811.0,251.0
615.0,827.0,267.0
616.0,850.0,289.0
617.0,864.0,307.0
618.0,865.0,306.0
619.0,889.0,335.0
620.0,905.0,355.0
621.0,922.0,378.0
622.0,947.0,413.0
623.0,966.0,439.0
624.0,988.0,472.0
625.0,987.0,471.0
626.0,1011.0,509.0
627.0,1031.0,541.0
628.0,1061.0,591.0
629.0,1079.0,620.0
630.0,1080.0,621.0
631.0,1111.0,621.0
632.0,1115.0,624.0
633.0,1134.0,625.0
634.0,1153.0,631.0
635.0,1171.0,640.0
636.0,1172.0,639.0
637.0,1196.0,650.0
638.0,1213.0,662.0
639.0,1228.0,671.0
640.0,1252.0,687.0
641.0,1273.0,704.0
642.0,1271.0,703.0
643.0,1294.0,724.0
644.0,1317.0,746.0
645.0,1340.0,771.0
646.0,1362.0,797.0
647.0,1384.0,823.0
648.0,1385.0,826.0
681.0,426.0,96.0
685.0,421.0,95.0
686.0,419.0,95.0
699.0,605.0,742.0
702.0,585.0,739.0
723.0,905.0,12.0
729.0,843.0,12.0
740.0,874.0,405.0
797.0,986.0,305.0
798.0,989.0,305.0
799.0,989.0,305.0
800.0,991.0,303.0
821.0,1014.0,294.0
822.0,1015.0,295.0
830.0,1015.0,294.0
840.0,1515.0,599.0
841.0,1510.0,599.0
843.0,1016.0,300.0
848.0,945.0,302.0
851.0,999.0,308.0
852.0,1006.0,307.0
860.0,960.0,14.0
861.0,950.0,15.0
866.0,284.0,749.0
867.0,292.0,750.0
868.0,294.0,749.0
869.0,298.0,755.0
870.0,300.0,752.0
871.0,303.0,753.0
872.0,303.0,752.0
873.0,193.0,753.0
880.0,832.0,15.0
885.0,815.0,10.0
888.0,627.0,409.0
889.0,624.0,410.0
890.0,624.0,410.0
893.0,639.0,745.0
895.0,814.0,9.0
902.0,819.0,8.0
904.0,820.0,9.0
926.0,898.0,6.0
928.0,477.0,634.0
941.0,524.0,831.0
1067.0,708.0,306.0
1199.0,543.0,103.0
1200.0,673.0,453.0
1201.0,669.0,443.0
1202.0,670.0,431.0
1203.0,668.0,420.0
1204.0,668.0,420.0
1205.0,667.0,413.0
1206.0,666.0,406.0
1207.0,665.0,400.0
1208.0,665.0,400.0
1209.0,664.0,396.0
1210.0,663.0,394.0
1211.0,663.0,393.0
1212.0,662.0,393.0
1213.0,660.0,394.0
1214.0,660.0,395.0
1215.0,660.0,398.0
1216.0,659.0,400.0
1217.0,657.0,405.0
1218.0,656.0,410.0
