190102 ,934 ,674 
190103 ,628 ,675 
190106 ,968 ,16 
190107 ,965 ,17 
190108 ,963 ,18 
190109 ,961 ,17 
190115 ,742 ,782 
190122 ,734 ,779 
190123 ,737 ,779 
190131 ,358 ,660 
190144 ,358 ,457 
190145 ,359 ,455 
190146 ,359 ,450 
190151 ,190 ,596 
190152 ,196 ,594 
190153 ,198 ,594 
190154 ,198 ,591 
190155 ,197 ,586 
190163 ,306 ,546 
190165 ,312 ,559 
190166 ,317 ,563 
190167 ,317 ,564 
190168 ,319 ,568 
190169 ,321 ,568 
190170 ,321 ,571 
190171 ,322 ,573 
190172 ,323 ,575 
190173 ,326 ,572 
190179 ,1252 ,351 
190183 ,1260 ,353 
190191 ,5 ,377 
190318 ,650 ,372 
190319 ,649 ,374 
190320 ,648 ,378 
190321 ,647 ,380 
190322 ,646 ,384 
190323 ,645 ,389 
190324 ,644 ,397 
190325 ,642 ,405 
190326 ,639 ,416 
190327 ,639 ,421 
190328 ,639 ,426 
190329 ,658 ,426 
190330 ,704 ,399 
190331 ,704 ,400 
190332 ,799 ,353 
190333 ,798 ,354 
190334 ,828 ,339 
190335 ,866 ,322 
190336 ,887 ,314 
190337 ,914 ,304 
190338 ,929 ,301 
190339 ,931 ,300 
190340 ,945 ,296 
190341 ,960 ,275 
190343 ,981 ,223 
190344 ,989 ,205 
190345 ,990 ,205 
190346 ,996 ,186 
190347 ,1006 ,169 
190348 ,1010 ,157 
190349 ,1016 ,147 
190352 ,954 ,183 
190356 ,908 ,182 
190357 ,907 ,181 
190358 ,891 ,190 
190359 ,869 ,203 
190360 ,852 ,211 
190361 ,826 ,227 
190362 ,808 ,238 
190363 ,809 ,239 
190364 ,790 ,251 
190365 ,762 ,270 
190366 ,737 ,290 
190367 ,720 ,307 
190368 ,701 ,326 
190369 ,702 ,326 
190370 ,681 ,346 
190371 ,653 ,373 
190372 ,632 ,393 
190373 ,602 ,425 
190374 ,583 ,447 
190375 ,563 ,473 
190376 ,561 ,473 
190377 ,529 ,511 
190378 ,506 ,538 
190384 ,410 ,640 
190386 ,390 ,596 
190388 ,478 ,529 
190389 ,410 ,552 
190390 ,518 ,465 
190391 ,541 ,432 
190392 ,554 ,414 
190393 ,569 ,397 
190394 ,568 ,398 
190395 ,586 ,373 
190396 ,599 ,359 
190397 ,614 ,341 
190398 ,626 ,333 
190399 ,636 ,321 
190400 ,637 ,321 
190401 ,650 ,310 
190402 ,661 ,302 
190403 ,673 ,294 
190404 ,684 ,287 
190405 ,684 ,287 
190406 ,694 ,282 
190407 ,701 ,281 
190408 ,712 ,276 
190409 ,719 ,274 
190410 ,727 ,273 
190411 ,729 ,273 
190412 ,735 ,273 
190413 ,743 ,274 
190414 ,750 ,275 
190415 ,756 ,278 
