,index,Frame,HitBounce,X_Ball,Y_Ball
746,194,19532,Front_Bounce,1142,406
747,195,19537,Front_Bounce,758,590
748,102,19542,Front_Hit,754,590
749,196,19544,Front_Bounce,751,590
750,103,19556,Front_Hit,736,588
751,225,19582,Back_Bounce,655,134
752,225,19582,Back_Hit,655,134
753,226,19588,Back_Hit,648,156
754,226,19588,Back_Bounce,648,156
755,197,19597,Front_Bounce,623,262
756,198,19610,Front_Bounce,550,600
757,104,19618,Front_Hit,505,618
758,105,19623,Front_Hit,436,659
759,106,19650,Front_Hit,248,499
760,199,19652,Front_Bounce,240,513
761,200,19715,Front_Bounce,567,304
762,201,19759,Front_Bounce,1200,393
763,107,19765,Front_Hit,1227,394
764,202,19864,Front_Bounce,1159,511
