6.780000000000000000e+02
1.413000000000000000e+03
2.150000000000000000e+03
2.603000000000000000e+03
2.609000000000000000e+03
3.008000000000000000e+03
3.648000000000000000e+03
4.223000000000000000e+03
6.019000000000000000e+03
6.368000000000000000e+03
7.302000000000000000e+03
8.030000000000000000e+03
8.868000000000000000e+03
9.999000000000000000e+03
