5,819,448
6,819,434
7,818,427
8,819,415
9,819,404
10,819,397
11,819,392
12,820,378
13,820,377
14,821,370
15,821,361
16,822,359
17,823,354
26,376,371
27,824,352
28,824,352
29,825,358
30,824,362
31,825,368
34,791,344
48,700,211
61,711,191
62,715,195
63,717,197
64,292,336
68,734,236
69,736,243
70,738,253
71,278,330
72,276,332
73,753,300
74,271,331
75,270,331
76,269,328
77,772,372
78,776,386
79,781,415
80,789,441
81,259,329
82,257,325
84,809,537
85,816,532
86,253,318
87,821,531
88,830,531
89,834,532
90,837,536
91,844,539
92,849,530
93,854,497
94,861,453
95,867,404
96,871,384
97,877,349
98,882,320
99,884,309
100,890,284
101,895,264
102,896,256
103,901,240
104,903,228
105,904,224
106,907,213
107,910,205
108,913,200
109,914,195
110,918,191
111,919,190
112,920,188
113,922,188
114,922,187
115,926,188
116,926,188
117,928,191
118,929,193
119,932,196
120,933,200
121,934,204
122,935,203
123,935,196
124,937,183
125,937,170
126,937,165
127,937,154
128,937,147
129,937,143
130,938,134
131,937,130
132,937,125
137,895,133
138,890,137
139,878,142
140,865,148
141,860,151
142,846,162
143,833,171
144,828,176
145,815,188
146,801,202
147,793,209
148,779,226
149,768,240
150,757,250
151,742,272
152,726,296
153,720,305
154,701,331
155,685,357
156,676,372
157,658,401
158,640,435
159,630,450
160,611,488
161,593,519
166,528,527
168,512,532
169,505,538
170,486,547
171,469,556
172,464,562
173,477,511
174,496,463
175,502,443
176,516,404
177,528,374
178,533,361
179,544,336
180,555,313
181,557,306
182,566,288
183,573,274
184,575,267
185,583,257
186,589,247
187,592,243
188,597,237
189,601,231
190,605,229
191,609,224
192,614,223
193,616,221
194,620,220
195,622,219
196,624,218
197,628,220
198,629,221
199,631,218
200,633,204
201,635,192
202,638,187
203,638,177
204,640,171
205,642,168
206,643,159
207,644,154
208,645,152
209,647,148
210,649,146
211,649,145
212,656,138
213,661,137
218,694,132
219,704,134
220,708,134
221,719,140
222,730,146
223,735,150
224,746,160
225,759,169
226,765,176
227,778,188
228,793,202
229,799,207
230,815,229
231,833,248
232,838,256
233,856,281
234,874,305
235,883,319
236,901,346
237,921,377
238,931,393
239,952,429
240,972,465
241,983,484
242,1007,526
243,1028,569
244,1039,590
245,1054,587
246,1076,581
247,1082,579
248,1102,577
249,1116,577
250,1105,538
253,1061,413
254,1047,376
255,1036,347
256,1029,332
257,1020,309
258,1011,290
259,1007,280
260,999,265
261,990,250
262,989,245
263,983,234
264,977,226
265,973,222
266,1028,527
267,963,210
268,961,208
269,960,208
270,954,204
271,952,205
272,948,205
273,945,207
274,944,208
275,941,209
276,938,212
277,937,209
278,934,196
279,933,187
280,932,180
281,929,172
282,928,161
283,927,157
284,925,151
285,924,145
286,923,143
287,922,139
288,920,134
289,920,133
290,911,133
291,902,134
292,897,136
296,871,138
297,861,140
298,858,140
299,850,143
300,841,145
301,837,148
302,828,152
303,819,156
304,814,159
305,805,163
306,796,169
307,790,172
308,780,181
309,770,188
310,766,189
311,755,201
312,745,210
313,739,214
314,727,226
315,717,239
316,712,243
317,701,257
318,688,273
319,685,278
320,671,296
321,659,313
322,652,320
323,639,339
324,628,360
325,622,370
326,607,390
327,594,415
328,591,423
329,576,451
336,511,488
337,506,488
338,493,489
339,484,489
340,479,490
341,467,497
342,457,502
343,451,505
344,476,480
347,581,388
348,615,360
349,629,349
350,658,330
