,index,StartFrame,EndFrame,Set,Game,Score,ScoreResult,FirstSecond,Server,PointWinner,PointWinA,PointWinB,PointPattern,Fault,ContactServeX,ContactServeY,Court1X,Court1Y,Court2X,Court2Y,Court3X,Court3Y,Court4X,Court4Y
151,151,159420,159543,1-1,0-1,40-40,,1,Nishikori,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
152,152,159738,160012,1-1,0-1,40-40,30-30,1,Nishikori,Tsitsipas,1,0,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
153,153,160708,160825,1-1,0-1,40-Ad,,1,Nishikori,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
154,154,160990,161743,0-0,0-1,40-Ad,30-40,1,Nishikori,Nishikori,0,1,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
155,155,162730,162957,1-1,0-1,40-40,40-40,1,Nishikori,Tsitsipas,1,0,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
156,156,163774,164074,1-1,0-1,40-Ad,40-Ad,1,Nishikori,Nishikori,0,1,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
157,157,164784,164907,1-1,0-1,40-40,,1,Nishikori,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
158,158,165252,165505,1-1,0-1,40-40,0-0,1,Nishikori,Nishikori,0,1,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
159,159,166100,166301,1-1,0-1,Ad-40,15-0,1,Tsitsipas,Tsitsipas,1,0,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
160,160,166941,167165,1-1,0-1,40-40,,1,Nishikori,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
161,161,167356,167772,1-1,0-1,40-40,30-0,1,Tsitsipas,Tsitsipas,1,0,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
162,162,168513,168680,1-1,0-1,40-Ad,40-0,1,Tsitsipas,Tsitsipas,1,0,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
163,163,169935,170068,1-1,0-2,0-0,,1,Tsitsipas,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
164,164,170200,170450,1-1,0-2,0-0,0-0,1,Tsitsipas,Tsitsipas,1,0,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
165,165,171069,171316,1-1,0-2,0-15,15-0,1,Nishikori,Tsitsipas,1,0,ストロークウィナー,0,0,0,0,0,0,0,0,0,0,0
166,166,171899,172030,1-1,0-2,0-30,,1,Tsitsipas,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
167,167,172167,172615,0-0,2-1,15-0,15-15,1,Nishikori,Nishikori,0,1,ボレーエラー,0,0,0,0,0,0,0,0,0,0,0
168,168,173604,173769,1-1,0-2,15-30,30-15,1,Nishikori,Tsitsipas,1,0,ボレーウィナー,0,0,0,0,0,0,0,0,0,0,0
169,169,174385,174506,1-1,0-2,15-40,,1,Tsitsipas,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
170,170,174650,175030,1-1,0-2,15-30,30-30,1,Nishikori,Nishikori,0,1,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
171,171,175953,176377,1-1,0-2,30-40,,1,Tsitsipas,Tsitsipas,1,0,ストロークエラー,0,0,0,0,0,0,0,0,0,0,0
172,172,180766,180889,1-1,0-3,0-0,,1,Nishikori,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
173,173,181168,181464,1-1,0-3,0-0,,2,Nishikori,Tsitsipas,,,,,0,0,0,0,0,0,0,0,0,0
174,174,182200,182443,1-1,0-3,0-15,,1,Nishikori,Nishikori,,,,,0,0,0,0,0,0,0,0,0,0
175,175,182993,183482,1-1,0-3,15-15,,1,Nishikori,Nishikori,,,,,0,0,0,0,0,0,0,0,0,0
176,176,184360,184474,1-1,0-3,30-15,,1,Nishikori,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
177,177,184711,185311,1-1,0-3,30-15,,2,Nishikori,Nishikori,,,,,0,0,0,0,0,0,0,0,0,0
178,178,186057,186304,1-1,0-3,40-15,,1,Nishikori,Nishikori,,,,,0,0,0,0,0,0,0,0,0,0
179,179,187255,187383,1-1,1-3,0-0,,1,Tsitsipas,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
180,180,187524,187728,1-1,1-3,0-0,,2,Tsitsipas,Tsitsipas,,,,,0,0,0,0,0,0,0,0,0,0
181,181,188208,188338,1-1,1-3,0-15,,1,Tsitsipas,,,,フォルト,,0,0,0,0,0,0,0,0,0,0
182,182,188502,188628,1-1,1-3,0-15,,2,Tsitsipas,Tsitsipas,,,,,0,0,0,0,0,0,0,0,0,0
