,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction,Server,Returner,Game,winner,ballx_f,bally_f,playerAx_f,playerAy_f,playerBx_f,playerBy_f,hitplayer_x,hitplayer_y,waitplayer_x,waitplayer_y,nth
1427,1427,216,184646.0,1.63,-0.73,2.96,-0.73,7.45,26.29,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-3.8550000000000004,-12.620000000000001,-2.5250000000000004,-12.620000000000001,1.9649999999999999,14.399999999999999,-2.5250000000000004,-12.620000000000001,1.9649999999999999,14.399999999999999,9
1431,1431,216,184724.0,2.06,-0.89,3.51,-0.89,8.79,26.05,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-3.4250000000000003,-12.780000000000001,-1.9750000000000005,-12.780000000000001,3.304999999999999,14.16,-1.9750000000000005,-12.780000000000001,3.304999999999999,14.16,13
1437,1437,220,187884.0,4.26,-0.65,3.76,-0.65,8.13,24.34,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,6-6,Nakashima,-1.2250000000000005,-12.540000000000001,-1.7250000000000005,-12.540000000000001,2.6450000000000005,12.45,-1.7250000000000005,-12.540000000000001,2.6450000000000005,12.45,3
1441,1441,220,187963.0,7.87,-0.33,6.92,-0.33,4.94,26.31,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,6-6,Nakashima,2.385,-12.22,1.4349999999999996,-12.22,-0.5449999999999999,14.419999999999998,1.4349999999999996,-12.22,-0.5449999999999999,14.419999999999998,7
1445,1445,220,188033.0,2.78,5.35,4.64,5.35,3.4,25.71,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,6-6,Nakashima,-2.7050000000000005,-6.540000000000001,-0.8450000000000006,-6.540000000000001,-2.0850000000000004,13.82,-0.8450000000000006,-6.540000000000001,-2.0850000000000004,13.82,11
1452,1452,222,189356.0,5.09,-0.98,6.12,-0.98,5.68,26.6,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-0.39500000000000046,-12.870000000000001,0.6349999999999998,-12.870000000000001,0.1949999999999994,14.71,0.6349999999999998,-12.870000000000001,0.1949999999999994,14.71,5
1456,1456,222,189440.0,-1.0,-0.49,0.19,-0.49,7.37,24.94,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,6-6,Nishioka,-6.485,-12.38,-5.295,-12.38,1.8849999999999998,13.05,-5.295,-12.38,1.8849999999999998,13.05,9
1460,1460,223,195175.0,10.76,22.9,1.4,-1.13,9.35,22.9,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nishioka,5.2749999999999995,11.009999999999998,-4.085000000000001,-13.02,3.8649999999999993,11.009999999999998,3.8649999999999993,11.009999999999998,-4.085000000000001,-13.02,3
1464,1464,223,195245.0,3.16,25.29,5.43,-0.98,4.26,25.29,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-0,Nishioka,-2.325,13.399999999999999,-0.055000000000000604,-12.870000000000001,-1.2250000000000005,13.399999999999999,-1.2250000000000005,13.399999999999999,-0.055000000000000604,-12.870000000000001,7
1468,1468,223,195325.0,9.86,26.21,5.36,-1.65,7.68,26.21,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nishioka,4.374999999999999,14.32,-0.125,-13.540000000000001,2.1949999999999994,14.32,2.1949999999999994,14.32,-0.125,-13.540000000000001,11
1472,1472,223,195418.0,12.01,24.37,3.39,-1.41,9.98,24.37,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nishioka,6.5249999999999995,12.48,-2.095,-13.3,4.495,12.48,4.495,12.48,-2.095,-13.3,15
1479,1479,224,196277.0,4.18,25.24,6.54,-3.07,3.31,25.24,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nishioka,-1.3050000000000006,13.349999999999998,1.0549999999999997,-14.96,-2.1750000000000003,13.349999999999998,-2.1750000000000003,13.349999999999998,1.0549999999999997,-14.96,3
1483,1483,225,197054.0,6.54,23.13,2.78,-1.99,7.33,23.13,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-0,Nakashima,1.0549999999999997,11.239999999999998,-2.7050000000000005,-13.88,1.8449999999999998,11.239999999999998,1.8449999999999998,11.239999999999998,-2.7050000000000005,-13.88,3
1487,1487,225,197133.0,3.22,22.87,6.21,-3.87,4.16,22.87,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-0,Nakashima,-2.265,10.98,0.7249999999999996,-15.760000000000002,-1.3250000000000002,10.98,-1.3250000000000002,10.98,0.7249999999999996,-15.760000000000002,7
1491,1491,225,197294.0,4.04,-4.73,7.24,-4.73,4.11,15.44,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nakashima,-1.4450000000000003,-16.62,1.755,-16.62,-1.375,3.549999999999999,1.755,-16.62,-1.375,3.549999999999999,11
1496,1496,226,198276.0,4.2,23.32,5.9,-2.61,5.08,23.32,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-0,Nishioka,-1.2850000000000001,11.43,0.41500000000000004,-14.5,-0.40500000000000025,11.43,-0.40500000000000025,11.43,0.41500000000000004,-14.5,3
1500,1500,226,198359.0,1.62,24.42,6.59,-2.79,2.9,24.42,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-0,Nishioka,-3.865,12.530000000000001,1.1049999999999995,-14.68,-2.5850000000000004,12.530000000000001,-2.5850000000000004,12.530000000000001,1.1049999999999995,-14.68,7
1504,1504,227,199206.0,8.22,23.88,4.78,-4.3,7.01,23.88,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nakashima,2.7350000000000003,11.989999999999998,-0.7050000000000001,-16.19,1.5249999999999995,11.989999999999998,1.5249999999999995,11.989999999999998,-0.7050000000000001,-16.19,3
1510,1510,229,200320.0,4.87,23.68,5.59,-4.13,3.95,23.68,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nishioka,-0.6150000000000002,11.79,0.10499999999999954,-16.02,-1.5350000000000001,11.79,-1.5350000000000001,11.79,0.10499999999999954,-16.02,3
1514,1514,229,200395.0,6.12,25.86,5.87,-3.97,5.08,25.86,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-0,Nishioka,0.6349999999999998,13.969999999999999,0.3849999999999998,-15.860000000000001,-0.40500000000000025,13.969999999999999,-0.40500000000000025,13.969999999999999,0.3849999999999998,-15.860000000000001,7
1520,1520,230,202122.0,0.75,-1.18,2.04,-1.18,7.54,25.5,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-1,Nakashima,-4.735,-13.07,-3.4450000000000003,-13.07,2.0549999999999997,13.61,-3.4450000000000003,-13.07,2.0549999999999997,13.61,5
1524,1524,230,202203.0,9.45,-3.81,8.19,-3.81,5.76,23.99,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-1,Nakashima,3.964999999999999,-15.700000000000001,2.704999999999999,-15.700000000000001,0.27499999999999947,12.099999999999998,2.704999999999999,-15.700000000000001,0.27499999999999947,12.099999999999998,9
1532,1532,232,203152.0,5.18,-1.36,6.19,-1.36,-18.87,-36.44,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-1,Nishioka,-0.3050000000000006,-13.25,0.7050000000000001,-13.25,-24.355,-48.33,0.7050000000000001,-13.25,-24.355,-48.33,5
1536,1536,232,203231.0,4.14,-0.74,5.22,-0.74,8.71,26.54,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-1,Nishioka,-1.3450000000000006,-12.63,-0.26500000000000057,-12.63,3.2250000000000005,14.649999999999999,-0.26500000000000057,-12.63,3.2250000000000005,14.649999999999999,9
1540,1540,232,203315.0,10.63,-1.38,9.3,-1.38,4.58,25.84,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-1,Nishioka,5.1450000000000005,-13.27,3.8150000000000004,-13.27,-0.9050000000000002,13.95,3.8150000000000004,-13.27,-0.9050000000000002,13.95,13
1549,1549,236,206023.0,2.07,-1.42,3.59,-1.42,-17.64,-36.92,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,-3.4150000000000005,-13.31,-1.8950000000000005,-13.31,-23.125,-48.81,-1.8950000000000005,-13.31,-23.125,-48.81,3
1553,1553,236,206099.0,7.65,-0.35,6.36,-0.35,5.36,25.65,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-2,Nishioka,2.165,-12.24,0.875,-12.24,-0.125,13.759999999999998,0.875,-12.24,-0.125,13.759999999999998,7
1557,1557,237,206719.0,6.27,1.1,7.31,1.1,2.77,26.56,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,0.7849999999999993,-10.790000000000001,1.8249999999999993,-10.790000000000001,-2.7150000000000003,14.669999999999998,1.8249999999999993,-10.790000000000001,-2.7150000000000003,14.669999999999998,3
1561,1561,238,207534.0,6.3,-2.31,5.29,-2.31,8.07,25.11,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-2,Nishioka,0.8149999999999995,-14.200000000000001,-0.19500000000000028,-14.200000000000001,2.585,13.219999999999999,-0.19500000000000028,-14.200000000000001,2.585,13.219999999999999,3
1565,1565,238,207628.0,9.13,0.1,7.83,0.1,4.52,26.53,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-2,Nishioka,3.6450000000000005,-11.790000000000001,2.3449999999999998,-11.790000000000001,-0.9650000000000007,14.64,2.3449999999999998,-11.790000000000001,-0.9650000000000007,14.64,7
1569,1569,238,207733.0,3.73,7.16,5.0,7.16,6.08,24.18,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,-1.7550000000000003,-4.73,-0.4850000000000003,-4.73,0.5949999999999998,12.29,-0.4850000000000003,-4.73,0.5949999999999998,12.29,11
1576,1576,239,208624.0,7.37,1.31,8.35,1.31,5.42,27.41,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,1.8849999999999998,-10.58,2.8649999999999993,-10.58,-0.06500000000000039,15.52,2.8649999999999993,-10.58,-0.06500000000000039,15.52,3
1580,1580,239,208705.0,-0.1,-0.45,1.72,-0.45,7.13,25.83,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,-5.585,-12.34,-3.7650000000000006,-12.34,1.6449999999999996,13.939999999999998,-3.7650000000000006,-12.34,1.6449999999999996,13.939999999999998,7
1584,1584,239,208794.0,2.57,-0.57,3.57,-0.57,7.99,24.7,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,-2.9150000000000005,-12.46,-1.9150000000000005,-12.46,2.505,12.809999999999999,-1.9150000000000005,-12.46,2.505,12.809999999999999,11
1588,1588,239,208878.0,3.49,-1.63,4.52,-1.63,7.79,26.7,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,-1.995,-13.52,-0.9650000000000007,-13.52,2.3049999999999997,14.809999999999999,-0.9650000000000007,-13.52,2.3049999999999997,14.809999999999999,15
1592,1592,239,208953.0,5.84,-1.25,4.95,-1.25,5.53,26.1,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-2,Nishioka,0.35499999999999954,-13.14,-0.5350000000000001,-13.14,0.04499999999999993,14.21,-0.5350000000000001,-13.14,0.04499999999999993,14.21,19
1596,1596,239,209041.0,5.32,-1.86,6.11,-1.86,3.91,25.7,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,-0.16500000000000004,-13.75,0.625,-13.75,-1.5750000000000002,13.809999999999999,0.625,-13.75,-1.5750000000000002,13.809999999999999,23
1600,1600,239,209133.0,8.23,-1.76,6.84,-1.76,6.99,25.95,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-2,Nishioka,2.745,-13.65,1.3549999999999995,-13.65,1.505,14.059999999999999,1.3549999999999995,-13.65,1.505,14.059999999999999,27
1604,1604,239,209221.0,11.32,-0.8,10.04,-0.8,3.76,25.55,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-2,Nishioka,5.835,-12.690000000000001,4.554999999999999,-12.690000000000001,-1.7250000000000005,13.66,4.554999999999999,-12.690000000000001,-1.7250000000000005,13.66,31
1608,1608,239,209309.0,3.97,-2.68,4.96,-2.68,4.47,25.18,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-2,Nishioka,-1.5150000000000001,-14.57,-0.5250000000000004,-14.57,-1.0150000000000006,13.29,-0.5250000000000004,-14.57,-1.0150000000000006,13.29,35
1616,1616,243,213959.0,5.24,24.83,5.13,-1.79,6.12,24.83,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-3,Nishioka,-0.2450000000000001,12.939999999999998,-0.3550000000000004,-13.68,0.6349999999999998,12.939999999999998,0.6349999999999998,12.939999999999998,-0.3550000000000004,-13.68,5
1622,1622,245,214907.0,2.04,26.63,5.96,-2.92,3.1,26.63,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-3,Nishioka,-3.4450000000000003,14.739999999999998,0.47499999999999964,-14.81,-2.3850000000000002,14.739999999999998,-2.3850000000000002,14.739999999999998,0.47499999999999964,-14.81,5
1631,1631,248,217201.0,5.99,23.97,2.84,-0.61,6.83,23.97,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-4,Nishioka,0.5049999999999999,12.079999999999998,-2.6450000000000005,-12.5,1.3449999999999998,12.079999999999998,1.3449999999999998,12.079999999999998,-2.6450000000000005,-12.5,3
1635,1635,248,217283.0,3.47,23.95,6.08,-3.5,-1.22,23.95,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nishioka,-2.015,12.059999999999999,0.5949999999999998,-15.39,-6.705,12.059999999999999,-6.705,12.059999999999999,0.5949999999999998,-15.39,7
1639,1639,248,217362.0,8.79,25.61,4.9,-2.87,7.35,25.61,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nishioka,3.304999999999999,13.719999999999999,-0.585,-14.760000000000002,1.8649999999999993,13.719999999999999,1.8649999999999993,13.719999999999999,-0.585,-14.760000000000002,11
1643,1643,248,217439.0,7.92,25.4,5.03,-1.48,6.77,25.4,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nishioka,2.4349999999999996,13.509999999999998,-0.45500000000000007,-13.370000000000001,1.2849999999999993,13.509999999999998,1.2849999999999993,13.509999999999998,-0.45500000000000007,-13.370000000000001,15
1647,1647,248,217524.0,10.11,25.24,3.03,-1.89,8.71,25.24,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nishioka,4.624999999999999,13.349999999999998,-2.4550000000000005,-13.780000000000001,3.2250000000000005,13.349999999999998,3.2250000000000005,13.349999999999998,-2.4550000000000005,-13.780000000000001,19
1651,1651,248,217598.0,8.23,25.74,2.99,-2.41,7.14,25.74,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nishioka,2.745,13.849999999999998,-2.495,-14.3,1.6549999999999994,13.849999999999998,1.6549999999999994,13.849999999999998,-2.495,-14.3,23
1655,1655,248,217690.0,0.8,25.6,-9.04,-3.5,2.25,25.6,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-4,Nishioka,-4.6850000000000005,13.71,-14.524999999999999,-15.39,-3.2350000000000003,13.71,-3.2350000000000003,13.71,-14.524999999999999,-15.39,27
1659,1659,248,217770.0,9.79,26.23,-9.33,-3.52,8.05,26.23,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nishioka,4.304999999999999,14.34,-14.815000000000001,-15.41,2.5650000000000004,14.34,2.5650000000000004,14.34,-14.815000000000001,-15.41,31
1671,1671,253,220658.0,6.07,24.59,2.3,-1.24,6.77,24.59,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-4,Nakashima,0.585,12.7,-3.1850000000000005,-13.13,1.2849999999999993,12.7,1.2849999999999993,12.7,-3.1850000000000005,-13.13,3
1675,1675,253,220732.0,9.14,24.57,6.54,-1.59,7.19,24.57,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nakashima,3.6550000000000002,12.68,1.0549999999999997,-13.48,1.705,12.68,1.705,12.68,1.0549999999999997,-13.48,7
1679,1679,253,220840.0,10.45,25.79,3.67,1.71,8.87,25.79,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-4,Nakashima,4.964999999999999,13.899999999999999,-1.8150000000000004,-10.18,3.384999999999999,13.899999999999999,3.384999999999999,13.899999999999999,-1.8150000000000004,-10.18,11
1683,1683,253,220931.0,2.88,24.54,3.69,4.04,3.8,24.54,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-4,Nakashima,-2.6050000000000004,12.649999999999999,-1.7950000000000004,-7.8500000000000005,-1.6850000000000005,12.649999999999999,-1.6850000000000005,12.649999999999999,-1.7950000000000004,-7.8500000000000005,15
1691,1691,255,224691.0,4.17,-2.81,5.31,-2.81,5.88,25.89,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-1.3150000000000004,-14.700000000000001,-0.1750000000000007,-14.700000000000001,0.3949999999999996,14.0,-0.1750000000000007,-14.700000000000001,0.3949999999999996,14.0,5
1695,1695,255,224770.0,6.09,-2.12,5.3,-2.12,5.6,25.35,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,1-4,Nishioka,0.6049999999999995,-14.010000000000002,-0.1850000000000005,-14.010000000000002,0.11499999999999932,13.46,-0.1850000000000005,-14.010000000000002,0.11499999999999932,13.46,9
1699,1699,255,224854.0,3.59,-2.52,4.76,-2.52,5.57,27.12,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-1.8950000000000005,-14.41,-0.7250000000000005,-14.41,0.08499999999999996,15.23,-0.7250000000000005,-14.41,0.08499999999999996,15.23,13
1703,1703,255,224938.0,3.32,-2.42,4.43,-2.42,6.13,26.38,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-2.1650000000000005,-14.31,-1.0550000000000006,-14.31,0.6449999999999996,14.489999999999998,-1.0550000000000006,-14.31,0.6449999999999996,14.489999999999998,17
1707,1707,255,225033.0,5.63,1.45,6.3,1.45,6.05,27.37,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,0.14499999999999957,-10.440000000000001,0.8149999999999995,-10.440000000000001,0.5649999999999995,15.48,0.8149999999999995,-10.440000000000001,0.5649999999999995,15.48,21
1711,1711,255,225096.0,5.37,6.06,6.2,6.06,-0.12,26.57,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-0.11500000000000021,-5.830000000000001,0.7149999999999999,-5.830000000000001,-5.605,14.68,0.7149999999999999,-5.830000000000001,-5.605,14.68,25
1724,1724,258,226645.0,3.09,0.71,4.33,0.71,6.29,26.93,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-2.3950000000000005,-11.18,-1.1550000000000002,-11.18,0.8049999999999997,15.04,-1.1550000000000002,-11.18,0.8049999999999997,15.04,5
1733,1733,259,227596.0,3.63,-3.69,5.01,-3.69,5.03,23.92,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nakashima,-1.8550000000000004,-15.58,-0.47500000000000053,-15.58,-0.45500000000000007,12.030000000000001,-0.47500000000000053,-15.58,-0.45500000000000007,12.030000000000001,5
1741,1741,261,228555.0,4.29,-0.87,4.95,-0.87,5.84,25.93,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-1.1950000000000003,-12.76,-0.5350000000000001,-12.76,0.35499999999999954,14.04,-0.5350000000000001,-12.76,0.35499999999999954,14.04,5
1745,1745,261,228623.0,1.6,-2.29,2.76,-2.29,7.38,24.73,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-3.8850000000000002,-14.18,-2.7250000000000005,-14.18,1.8949999999999996,12.84,-2.7250000000000005,-14.18,1.8949999999999996,12.84,9
1749,1749,261,228708.0,1.42,-2.0,2.61,-2.0,7.09,24.32,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-4,Nishioka,-4.065,-13.89,-2.8750000000000004,-13.89,1.6049999999999995,12.43,-2.8750000000000004,-13.89,1.6049999999999995,12.43,13
1757,1757,264,230484.0,7.4,-0.99,6.47,-0.99,7.42,23.6,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nishioka,1.915,-12.88,0.9849999999999994,-12.88,1.9349999999999996,11.71,0.9849999999999994,-12.88,1.9349999999999996,11.71,3
1761,1761,264,230567.0,11.44,-2.86,9.14,-2.86,4.38,24.39,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nishioka,5.954999999999999,-14.75,3.6550000000000002,-14.75,-1.1050000000000004,12.5,3.6550000000000002,-14.75,-1.1050000000000004,12.5,7
1766,1766,266,231837.0,8.26,-1.35,8.95,-1.35,4.98,26.65,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nakashima,2.7749999999999995,-13.24,3.464999999999999,-13.24,-0.5049999999999999,14.759999999999998,3.464999999999999,-13.24,-0.5049999999999999,14.759999999999998,3
1770,1770,266,231912.0,3.77,-2.92,5.01,-2.92,1.03,26.19,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nakashima,-1.7150000000000003,-14.81,-0.47500000000000053,-14.81,-4.455,14.3,-0.47500000000000053,-14.81,-4.455,14.3,7
1774,1774,266,231993.0,8.09,-1.74,6.92,-1.74,5.51,25.48,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nakashima,2.6049999999999995,-13.63,1.4349999999999996,-13.63,0.024999999999999467,13.59,1.4349999999999996,-13.63,0.024999999999999467,13.59,11
1778,1778,266,232066.0,2.18,-1.23,3.37,-1.23,6.22,25.43,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nakashima,-3.305,-13.120000000000001,-2.115,-13.120000000000001,0.7349999999999994,13.54,-2.115,-13.120000000000001,0.7349999999999994,13.54,15
1782,1782,266,232144.0,1.53,-1.65,2.5,-1.65,8.33,23.93,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nakashima,-3.955,-13.540000000000001,-2.9850000000000003,-13.540000000000001,2.8449999999999998,12.04,-2.9850000000000003,-13.540000000000001,2.8449999999999998,12.04,19
1786,1786,266,232228.0,1.38,-3.54,2.71,-3.54,5.08,18.43,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nakashima,-4.105,-15.43,-2.7750000000000004,-15.43,-0.40500000000000025,6.539999999999999,-2.7750000000000004,-15.43,-0.40500000000000025,6.539999999999999,23
1792,1792,267,233069.0,3.58,-0.98,4.95,-0.98,6.24,27.24,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nishioka,-1.9050000000000002,-12.870000000000001,-0.5350000000000001,-12.870000000000001,0.7549999999999999,15.349999999999998,-0.5350000000000001,-12.870000000000001,0.7549999999999999,15.349999999999998,3
1796,1796,268,233828.0,2.66,-0.79,3.89,-0.79,10.46,23.51,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nishioka,-2.825,-12.68,-1.5950000000000002,-12.68,4.9750000000000005,11.620000000000001,-1.5950000000000002,-12.68,4.9750000000000005,11.620000000000001,3
1800,1800,268,233923.0,11.22,-3.36,9.43,-3.36,5.73,19.89,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nishioka,5.735,-15.25,3.9449999999999994,-15.25,0.2450000000000001,8.0,3.9449999999999994,-15.25,0.2450000000000001,8.0,7
1809,1809,271,235694.0,10.68,-1.54,8.78,-1.54,4.92,24.94,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nishioka,5.194999999999999,-13.43,3.294999999999999,-13.43,-0.5650000000000004,13.05,3.294999999999999,-13.43,-0.5650000000000004,13.05,3
1813,1813,271,235782.0,10.64,-2.08,9.13,-2.08,4.24,24.56,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nishioka,5.155,-13.97,3.6450000000000005,-13.97,-1.245,12.669999999999998,3.6450000000000005,-13.97,-1.245,12.669999999999998,7
1817,1817,271,235869.0,4.61,-1.87,5.9,-1.87,4.79,25.76,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nishioka,-0.875,-13.760000000000002,0.41500000000000004,-13.760000000000002,-0.6950000000000003,13.870000000000001,0.41500000000000004,-13.760000000000002,-0.6950000000000003,13.870000000000001,11
1821,1821,271,235948.0,0.48,-0.28,1.74,-0.28,8.06,25.75,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nishioka,-5.005000000000001,-12.17,-3.745,-12.17,2.575,13.86,-3.745,-12.17,2.575,13.86,15
1825,1825,272,236776.0,2.12,-0.24,3.57,-0.24,6.05,27.3,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nakashima,-3.365,-12.13,-1.9150000000000005,-12.13,0.5649999999999995,15.41,-1.9150000000000005,-12.13,0.5649999999999995,15.41,3
1830,1830,274,237794.0,4.45,-0.4,3.9,-0.4,8.99,22.93,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nishioka,-1.0350000000000001,-12.290000000000001,-1.5850000000000004,-12.290000000000001,3.505,11.04,-1.5850000000000004,-12.290000000000001,3.505,11.04,3
1834,1834,275,238552.0,4.97,2.95,5.85,2.95,5.66,27.01,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-5,Nakashima,-0.5150000000000006,-8.940000000000001,0.3649999999999993,-8.940000000000001,0.17499999999999982,15.120000000000001,0.3649999999999993,-8.940000000000001,0.17499999999999982,15.120000000000001,3
1840,1840,277,239527.0,5.55,0.0,4.48,0.0,5.78,25.1,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-5,Nishioka,0.0649999999999995,-11.89,-1.005,-11.89,0.29499999999999993,13.21,-1.005,-11.89,0.29499999999999993,13.21,3
1850,1850,281,245011.0,9.09,26.95,5.58,2.95,7.59,26.95,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,2-5,Nakashima,3.6049999999999995,15.059999999999999,0.09499999999999975,-8.940000000000001,2.1049999999999995,15.059999999999999,2.1049999999999995,15.059999999999999,0.09499999999999975,-8.940000000000001,5
1857,1857,282,245614.0,6.59,27.46,-7.92,-4.62,5.34,27.46,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,2-5,Nishioka,1.1049999999999995,15.57,-13.405000000000001,-16.51,-0.14500000000000046,15.57,-0.14500000000000046,15.57,-13.405000000000001,-16.51,5
1861,1861,282,245695.0,7.1,25.3,4.84,-3.26,6.01,25.3,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,2-5,Nishioka,1.6149999999999993,13.41,-0.6450000000000005,-15.15,0.5249999999999995,13.41,0.5249999999999995,13.41,-0.6450000000000005,-15.15,9
1865,1865,282,245770.0,8.04,24.7,4.09,-3.0,6.88,24.7,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,2-5,Nishioka,2.554999999999999,12.809999999999999,-1.3950000000000005,-14.89,1.3949999999999996,12.809999999999999,1.3949999999999996,12.809999999999999,-1.3950000000000005,-14.89,13
1869,1869,282,245846.0,1.98,25.08,6.21,-3.52,3.18,25.08,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,2-5,Nishioka,-3.5050000000000003,13.189999999999998,0.7249999999999996,-15.41,-2.305,13.189999999999998,-2.305,13.189999999999998,0.7249999999999996,-15.41,17
1875,1875,284,246772.0,5.79,24.93,5.7,-3.66,4.68,24.93,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,2-5,Nakashima,0.3049999999999997,13.04,0.21499999999999986,-15.55,-0.8050000000000006,13.04,-0.8050000000000006,13.04,0.21499999999999986,-15.55,5
