,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction,x1,y1,x2,y2,x3,y3,x4,y4,total_rally,pattern,rally,last
148,148,39,36827,-4.795,14.31,3.585,-11.25,-3.955,14.3,Down,Hit,TEST,TEST,1021.25,221.422222222222,498.75,221.422222222222,293.0,693.0,1222.0,692.0,5,ストロークウィナー,3,1
149,149,39,36873,1.555,-8.89,3.175,-10.05,-2.815,14.79,Down,Hit,TEST,TEST,1021.25,221.422222222222,498.75,221.422222222222,293.0,693.0,1222.0,692.0,5,ストロークウィナー,4,0
150,150,40,37572,-0.815,-11.96,-1.005,-11.97,3.975,14.73,Up,Hit,TEST,TEST,1018.875,219.066666666667,498.75,221.422222222222,294.0,692.0,1219.0,691.0,3,ストロークウィナー,0,2
151,151,40,37596,1.455,13.47,-0.325,-10.51,3.235,13.47,Down,Hit,TEST,TEST,1018.875,223.777777777778,494.0,223.777777777778,294.0,693.0,1222.0,691.0,3,ストロークウィナー,1,1
152,152,40,37646,0.505,-10.41,1.335,-10.47,0.105,13.94,Up,Hit,TEST,TEST,1021.25,226.133333333333,494.0,219.066666666667,294.0,693.0,1222.0,692.0,3,ストロークウィナー,2,0
153,153,41,38382,1.215,-12.51,1.465,-12.51,-3.825,15.38,Up,Hit,TEST,TEST,1026.0,223.777777777778,496.375,226.133333333333,297.0,693.0,1222.0,691.0,5,ストロークエラー,0,4
154,154,41,38416,-1.685,15.09,1.325,-11.91,-3.135,14.87,Down,Hit,TEST,TEST,1016.5,223.777777777778,498.75,221.422222222222,297.0,691.0,1222.0,692.0,5,ストロークエラー,1,3
155,155,41,38446,-1.685,15.09,1.325,-11.91,-0.755,13.97,Down,Hit,TEST,TEST,1016.5,223.777777777778,498.75,221.422222222222,297.0,691.0,1222.0,692.0,5,ストロークエラー,2,2
156,156,41,38484,-1.365,12.62,0.765,-14.84,-0.665,12.62,Down,Hit,TEST,TEST,1018.875,223.777777777778,501.125,223.777777777778,296.0,691.0,1223.0,692.0,5,ストロークエラー,3,1
157,157,41,38517,3.575,-14.31,2.745,-14.29,-0.805000000000001,12.19,Up,Hit,TEST,TEST,1021.25,221.422222222222,498.75,221.422222222222,296.0,691.0,1222.0,692.0,5,ストロークエラー,4,0
158,158,42,39322,5.805,13.13,-0.0950000000000006,-8.26,6.565,13.13,Down,Hit,TEST,TEST,1392.0,102.0,116.0,112.0,296.0,691.0,1225.0,691.0,4,フォルト,0,3
159,159,42,39357,-0.635000000000001,-8.35,-0.285,-8.35,5.885,14.58,Up,Hit,TEST,TEST,1392.0,101.0,118.0,111.0,296.0,692.0,1207.0,679.0,4,フォルト,1,2
160,160,42,39404,,,,,,,Down,Hit,TEST,TEST,,,,,,,,,4,フォルト,2,1
161,161,42,39504,,,,,,,Down,Hit,TEST,TEST,,,,,,,,,4,フォルト,3,0
162,162,43,39537,-3.015,-11.32,-1.205,-12.42,4.085,15.35,Up,Hit,TEST,TEST,1023.625,226.133333333333,507.0,222.0,296.0,691.0,1222.0,693.0,14,ストロークエラー,0,13
163,163,43,39580,4.565,14.44,-0.785,-11.03,4.835,14.41,Down,Hit,TEST,TEST,1026.0,223.777777777778,498.75,223.777777777778,296.0,692.0,1220.75,697.244444444444,14,ストロークエラー,1,12
164,164,43,39618,1.235,-12.88,0.314999999999999,-12.87,2.295,13.81,Up,Hit,TEST,TEST,1016.5,219.066666666667,501.125,219.066666666667,296.0,692.0,1223.0,692.0,14,ストロークエラー,2,11
165,165,43,39652,-2.095,14.09,1.445,-13.11,-1.475,14.09,Down,Hit,TEST,TEST,1016.5,223.777777777778,494.0,216.711111111111,296.0,691.0,1223.0,691.0,14,ストロークエラー,3,10
166,166,43,39693,3.255,-12.79,2.605,-12.78,-1.095,13.79,Up,Hit,TEST,TEST,1018.875,221.422222222222,501.125,221.422222222222,296.0,691.0,1223.0,691.0,14,ストロークエラー,4,9
167,167,43,39730,-2.255,13.71,2.275,-14.25,-1.965,13.71,Down,Hit,TEST,TEST,1023.625,223.777777777778,491.625,219.066666666667,296.0,692.0,1223.0,692.0,14,ストロークエラー,5,8
168,168,43,39772,5.925,-13.52,4.895,-13.49,-1.355,13.01,Up,Hit,TEST,TEST,1018.875,219.066666666667,496.375,219.066666666667,296.0,691.0,1222.0,691.0,14,ストロークエラー,6,7
169,169,43,39817,-3.005,11.13,3.985,-13.93,-3.705,11.13,Down,Hit,TEST,TEST,1021.25,221.422222222222,491.625,223.777777777778,288.0,694.0,1223.0,692.0,14,ストロークエラー,7,6
170,170,43,39870,3.585,-13.49,4.745,-13.57,-2.035,11.91,Up,Hit,TEST,TEST,1018.875,226.133333333333,496.375,221.422222222222,296.0,691.0,1222.0,691.0,14,ストロークエラー,8,5
171,171,43,39906,-4.405,11.9,3.545,-14.53,-3.355,11.9,Down,Hit,TEST,TEST,1018.875,221.422222222222,494.0,214.355555555556,293.0,693.0,1222.0,691.0,14,ストロークエラー,9,4
172,172,43,39941,-2.345,-13.9,-1.135,-14.64,-2.545,11.72,Up,Hit,TEST,TEST,1023.625,221.422222222222,506.0,222.0,297.0,691.0,1222.0,691.0,14,ストロークエラー,10,3
173,173,43,39975,3.065,13.08,-1.345,-14.74,1.895,13.07,Down,Hit,TEST,TEST,1018.875,221.422222222222,498.75,219.066666666667,297.0,691.0,1222.0,693.0,14,ストロークエラー,11,2
174,174,43,40010,-3.325,-12.53,-2.045,-13.26,3.505,13.6,Up,Hit,TEST,TEST,1021.25,219.066666666667,505.0,223.0,296.0,692.0,1223.0,691.0,14,ストロークエラー,12,1
175,175,43,40045,-2.585,14.24,-0.855,-10.44,-1.335,14.24,Down,Hit,TEST,TEST,1018.875,223.777777777778,491.625,219.066666666667,296.0,692.0,1223.0,692.0,14,ストロークエラー,13,0
176,176,44,44855,-0.975000000000001,-12.28,-1.025,-12.7,3.935,14.75,Down,Hit,TEST,TEST,1018.875,223.777777777778,491.625,219.066666666667,296.0,692.0,1223.0,692.0,12,ストロークエラー,0,11
177,177,44,44881,2.515,14.12,-0.375,-11.26,3.505,14.0,Down,Hit,TEST,TEST,1018.875,223.777777777778,491.625,219.066666666667,296.0,692.0,1223.0,692.0,12,ストロークエラー,1,10
178,178,44,44927,-5.445,-12.89,-3.675,-12.89,1.135,14.18,Up,Hit,TEST,TEST,1016.0,221.0,507.0,223.0,296.0,693.0,1222.0,692.0,12,ストロークエラー,2,9
179,179,44,44964,-1.295,14.3,-2.265,-13.83,-0.915,14.3,Down,Hit,TEST,TEST,1016.0,221.0,507.0,223.0,296.0,694.0,1222.0,692.0,12,ストロークエラー,3,8
180,180,44,45005,3.745,-13.75,2.455,-13.75,-1.615,13.88,Up,Hit,TEST,TEST,1016.0,223.0,507.0,221.0,293.0,693.0,1222.0,692.0,12,ストロークエラー,4,7
181,181,44,45045,-4.385,13.46,2.195,-14.55,-3.775,13.46,Down,Hit,TEST,TEST,1016.0,223.0,507.0,221.0,293.0,691.0,1222.0,692.0,12,ストロークエラー,5,6
182,182,44,45089,3.045,-12.95,1.835,-12.95,-2.255,13.5,Up,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,295.0,693.0,1222.0,692.0,12,ストロークエラー,6,5
183,183,44,45121,3.005,14.79,0.734999999999999,-12.96,1.565,14.79,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,694.0,1222.0,692.0,12,ストロークエラー,7,4
184,184,44,45159,1.255,-11.93,0.335,-11.93,1.195,14.79,Up,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,694.0,1222.0,692.0,12,ストロークエラー,8,3
185,185,44,45192,-4.715,14.52,-0.145,-8.58,-3.275,14.52,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,694.0,1223.0,692.0,12,ストロークエラー,9,2
186,186,44,45234,2.535,-3.81,1.685,-4.29,-3.505,13.05,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,694.0,1223.0,692.0,12,ストロークエラー,10,1
187,187,44,45276,2.845,11.56,1.155,-3.82,1.965,11.56,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,694.0,1223.0,692.0,12,ストロークエラー,11,0
188,188,45,46182,0.955,-12.55,1.055,-12.32,-3.555,14.95,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,694.0,1223.0,692.0,4,ストロークエラー,0,3
189,189,45,46208,-5.505,14.68,1.235,-11.46,-4.525,14.47,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,694.0,1223.0,692.0,4,ストロークエラー,1,2
190,190,45,46271,-4.035,15.5,1.375,-10.38,-3.335,15.55,Up,Hit,TEST,TEST,1015.0,221.0,507.0,221.0,297.0,692.0,1223.0,692.0,4,ストロークエラー,2,1
191,191,45,46345,-0.305000000000001,-12.21,0.855,-12.21,-1.655,15.29,Up,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,693.0,1222.0,691.0,4,ストロークエラー,3,0
192,192,46,47020,-1.595,-12.07,-1.105,-12.07,4.115,14.95,Up,Hit,TEST,TEST,1016.0,221.0,508.0,221.0,296.0,693.0,1222.0,693.0,4,フォルト,0,3
193,193,46,47075,1.575,14.01,-0.00499999999999989,-11.66,1.545,14.01,Down,Hit,TEST,TEST,1017.0,221.0,507.0,220.0,296.0,691.0,1223.0,691.0,4,フォルト,1,2
194,194,46,47168,,,,,,,Down,Hit,TEST,TEST,,,,,,,,,4,フォルト,2,1
195,195,46,47203,,,,,,,Down,Hit,TEST,TEST,,,,,,,,,4,フォルト,3,0
196,196,47,47398,-1.445,-12.13,-1.045,-12.13,3.945,14.22,Up,Hit,TEST,TEST,1016.0,220.0,508.0,221.0,296.0,692.0,1226.0,689.0,8,ボレーウィナー,0,7
197,197,47,47432,5.155,13.09,-0.595000000000001,-11.18,4.075,13.09,Down,Hit,TEST,TEST,1016.0,220.0,507.0,221.0,296.0,692.0,1226.0,702.0,8,ボレーウィナー,1,6
198,198,47,47468,2.595,-13.02,1.335,-13.02,2.795,12.41,Up,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,296.0,692.0,1222.0,692.0,8,ボレーウィナー,2,5
199,199,47,47509,-1.865,13.62,1.325,-13.89,-0.955,13.62,Down,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,296.0,693.0,1222.0,692.0,8,ボレーウィナー,3,4
200,200,47,47556,0.375,-13.4,1.535,-13.4,-0.645,15.67,Up,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,296.0,692.0,1222.0,691.0,8,ボレーウィナー,4,3
201,201,47,47644,-5.845,-44.74,1.155,-14.39,-6.965,9.11,Down,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,297.0,692.0,1222.0,691.0,8,ボレーウィナー,5,2
202,202,47,47681,6.955,-14.11,5.835,-13.64,-3.055,5.63,Down,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,297.0,692.0,1222.0,691.0,8,ボレーウィナー,6,1
203,203,47,47710,3.735,5.44,6.395,-13.72,1.785,5.44,Down,Hit,TEST,TEST,1016.0,223.0,507.0,221.0,296.0,692.0,1222.0,691.0,8,ボレーウィナー,7,0
204,204,48,48807,1.455,-12.17,1.115,-12.17,-3.545,15.08,Up,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,296.0,691.0,1222.0,691.0,8,ボレーウィナー,0,7
205,205,48,48842,-4.405,14.36,1.105,-10.94,-3.555,14.36,Down,Hit,TEST,TEST,1016.0,220.0,507.0,221.0,297.0,685.0,1223.0,693.0,8,ボレーウィナー,1,6
206,206,48,48909,1.955,-12.23,3.185,-12.21,-1.015,15.67,Down,Hit,TEST,TEST,1016.0,220.0,507.0,221.0,297.0,685.0,1223.0,693.0,8,ボレーウィナー,2,5
207,207,48,48942,4.165,15.33,1.405,-12.17,2.535,15.49,Down,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,296.0,692.0,1222.0,693.0,8,ボレーウィナー,3,4
208,208,48,49000,2.355,-5.25,1.645,-5.59,0.855,15.54,Up,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,296.0,693.0,1223.0,692.0,8,ボレーウィナー,4,3
209,209,48,49023,-3.265,13.68,-26.655,-44.78,-2.455,15.51,Down,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,297.0,692.0,1222.0,692.0,8,ボレーウィナー,5,2
210,210,48,49086,2.625,-4.59,2.985,-4.75,-3.385,15.56,Down,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,297.0,692.0,1222.0,692.0,8,ボレーウィナー,6,1
211,211,48,49093,-3.495,-4.8,-25.245,-42.47,3.585,-4.8,Down,Hit,TEST,TEST,1024.0,225.0,507.0,221.0,296.0,691.0,1222.0,691.0,8,ボレーウィナー,7,0
212,212,49,49934,-1.845,-11.98,-1.065,-11.98,4.055,14.94,Up,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,296.0,692.0,1222.0,692.0,7,ボレーウィナー,0,6
213,213,49,49971,7.215,13.78,-1.065,-11.62,5.405,13.78,Down,Hit,TEST,TEST,1016.0,221.0,507.0,221.0,296.0,692.0,1216.0,690.0,7,ボレーウィナー,1,5
214,214,49,50003,1.365,-13.02,0.415,-13.02,4.365,12.41,Up,Hit,TEST,TEST,1016.0,222.0,507.0,222.0,296.0,693.0,1226.0,696.0,7,ボレーウィナー,2,4
215,215,49,50040,-2.665,12.95,0.305,-13.35,-1.005,12.95,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,297.0,691.0,1222.0,692.0,7,ボレーウィナー,3,3
216,216,49,50100,2.885,-9.99,3.655,-10.39,-1.335,15.43,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,297.0,691.0,1222.0,692.0,7,ボレーウィナー,4,2
217,217,49,50130,3.715,15.36,2.555,-9.2,2.055,15.47,Down,Hit,TEST,TEST,1016.0,221.0,507.0,222.0,297.0,691.0,1222.0,692.0,7,ボレーウィナー,5,1
218,218,49,50153,1.525,-7.43,1.095,-7.24,4.905,15.9,Up,Hit,TEST,TEST,998.0,216.0,483.0,214.0,276.0,684.0,1201.0,681.0,7,ボレーウィナー,6,0
219,219,50,51014,1.565,-12.04,1.185,-12.04,-3.415,14.98,Up,Hit,TEST,TEST,1015.0,214.0,507.0,213.0,297.0,680.0,1223.0,686.0,4,ストロークエラー,0,3
220,220,50,51046,-3.255,13.8,1.225,-10.93,-3.785,13.8,Down,Hit,TEST,TEST,1015.0,212.0,507.0,213.0,297.0,682.0,1223.0,686.0,4,ストロークエラー,1,2
221,221,50,51090,4.635,-11.37,3.075,-11.37,-2.275,14.33,Up,Hit,TEST,TEST,1016.0,212.0,507.0,213.0,297.0,682.0,1223.0,686.0,4,ストロークエラー,2,1
222,222,50,51119,2.465,15.3,3.135,-11.38,0.845,15.3,Down,Hit,TEST,TEST,1016.0,212.0,507.0,214.0,297.0,684.0,1223.0,686.0,4,ストロークエラー,3,0
223,223,51,52237,1.775,11.82,-3.755,-15.15,0.875,11.82,Down,Hit,TEST,TEST,1016.0,215.0,508.0,220.0,297.0,688.0,1225.0,687.0,13,ストロークウィナー,0,12
224,224,51,52280,-1.875,-13.76,-3.505,-13.76,0.635,10.55,Up,Hit,TEST,TEST,1016.0,214.0,508.0,216.0,297.0,688.0,1224.0,687.0,13,ストロークウィナー,1,11
225,225,51,52329,-4.145,12.01,0.425,-12.65,-3.285,12.01,Down,Hit,TEST,TEST,1016.0,215.0,508.0,216.0,296.0,688.0,1224.0,686.0,13,ストロークウィナー,2,10
226,226,51,52369,2.825,-12.64,1.725,-12.64,-2.275,13.12,Up,Hit,TEST,TEST,1016.0,216.0,508.0,216.0,297.0,688.0,1224.0,686.0,13,ストロークウィナー,3,9
227,227,51,52404,3.225,14.47,0.614999999999999,-12.58,1.895,14.47,Down,Hit,TEST,TEST,1016.0,215.0,508.0,216.0,297.0,688.0,1223.0,686.0,13,ストロークウィナー,4,8
228,228,51,52439,0.355,-12.64,1.315,-12.64,1.325,14.55,Up,Hit,TEST,TEST,1016.0,216.0,508.0,216.0,298.0,688.0,1223.0,687.0,13,ストロークウィナー,5,7
229,229,51,52473,-3.625,14.75,1.275,-13.21,-2.615,14.75,Down,Hit,TEST,TEST,1016.0,216.0,508.0,216.0,298.0,687.0,1223.0,686.0,13,ストロークウィナー,6,6
230,230,51,52525,0.125,-15.52,1.135,-16.53,-1.465,14.79,Up,Hit,TEST,TEST,1016.0,216.0,507.0,216.0,297.0,688.0,1225.0,687.0,13,ストロークウィナー,7,5
231,231,51,52567,-3.735,14.86,0.855,-14.39,-2.725,14.86,Down,Hit,TEST,TEST,1016.0,216.0,508.0,216.0,298.0,688.0,1223.0,686.0,13,ストロークウィナー,8,4
232,232,51,52615,5.665,-14.55,4.655,-14.08,-2.285,14.24,Down,Hit,TEST,TEST,1016.0,216.0,508.0,216.0,298.0,688.0,1223.0,686.0,13,ストロークウィナー,9,3
233,233,51,52659,-5.485,12.12,2.725,-13.97,-4.835,12.12,Down,Hit,TEST,TEST,1017.0,216.0,508.0,216.0,301.0,695.0,1224.0,686.0,13,ストロークウィナー,10,2
234,234,51,52696,-1.175,-15.72,-0.195,-15.72,-4.035,11.26,Down,Hit,TEST,TEST,1017.0,216.0,508.0,216.0,301.0,695.0,1224.0,686.0,13,ストロークウィナー,11,1
235,235,51,52737,3.495,11.35,-0.995,-14.61,1.915,11.35,Down,Hit,TEST,TEST,1016.0,214.0,508.0,216.0,298.0,687.0,1224.0,686.0,13,ストロークウィナー,12,0
236,236,52,53586,-1.285,11.76,3.795,-14.91,-1.665,11.76,Down,Hit,TEST,TEST,1016.0,215.0,508.0,215.0,298.0,684.0,1223.0,686.0,2,フォルト,0,1
237,237,52,53644,-2.585,-9.93,0.0649999999999995,-9.93,-0.445,10.31,Up,Hit,TEST,TEST,1379.0,86.0,508.0,214.0,297.0,683.0,1223.0,684.0,2,フォルト,1,0
238,238,53,53865,-1.315,11.77,3.955,-13.22,-1.605,11.77,Down,Hit,TEST,TEST,1016.0,214.0,508.0,216.0,298.0,685.0,1223.0,686.0,2,リターンエラー,0,1
239,239,53,53917,5.355,-11.63,3.725,-11.63,-1.475,11.24,Up,Hit,TEST,TEST,1016.0,215.0,508.0,216.0,298.0,686.0,1223.0,686.0,2,リターンエラー,1,0
240,240,54,54481,1.835,12.08,-3.745,-14.73,0.904999999999999,12.08,Down,Hit,TEST,TEST,1016.0,214.0,508.0,219.0,298.0,686.0,1223.0,686.0,1,サービスエース,0,0
241,241,55,55067,-2.045,10.68,3.815,-15.2,-1.555,10.68,Down,Hit,TEST,TEST,1019.0,218.0,508.0,217.0,298.0,686.0,1226.0,688.0,2,リターンエラー,0,1
242,242,55,55093,0.614999999999999,-14.71,1.855,-14.72,-1.555,10.68,Down,Hit,TEST,TEST,1019.0,218.0,508.0,217.0,298.0,686.0,1226.0,688.0,2,リターンエラー,1,0
243,243,56,60571,5.595,-14.74,-4.045,-14.74,0.665,12.03,Up,Hit,TEST,TEST,983.0,274.0,508.0,278.0,316.0,714.0,1176.0,713.0,1,フォルト,0,0
244,244,57,60831,1.695,12.16,-4.065,-13.92,0.805,12.16,Down,Hit,TEST,TEST,1014.0,219.0,478.0,218.0,252.0,713.0,1235.0,714.0,4,ストロークエラー,0,3
245,245,57,60883,-5.775,-12.21,-4.475,-12.43,0.805,11.33,Down,Hit,TEST,TEST,1014.0,219.0,478.0,218.0,252.0,713.0,1235.0,714.0,4,ストロークエラー,1,2
246,246,57,60920,0.555,12.4,-3.425,-12.24,-0.0650000000000004,12.4,Down,Hit,TEST,TEST,1014.0,221.0,479.0,216.0,252.0,713.0,1235.0,715.0,4,ストロークエラー,2,1
247,247,57,60956,2.415,-14.33,1.615,-15.22,-0.805000000000001,12.13,Down,Hit,TEST,TEST,1014.0,221.0,479.0,216.0,252.0,713.0,1235.0,715.0,4,ストロークエラー,3,0
248,248,58,61567,-0.795,11.84,3.615,-15.42,-1.335,11.84,Down,Hit,TEST,TEST,1024.0,223.0,491.0,225.0,277.0,705.0,1237.0,707.0,1,サービスエース,0,0
249,249,59,62141,1.135,11.02,-3.815,-13.91,1.025,11.02,Down,Hit,TEST,TEST,1024.0,224.0,495.0,225.0,279.0,709.0,1238.0,711.0,6,フォルト,0,5
250,250,59,62226,,,,,,,Down,Hit,TEST,TEST,,,,,,,,,6,フォルト,1,4
251,251,59,62247,,,,,,,Up,Hit,TEST,TEST,,,,,,,,,6,フォルト,2,3
252,252,59,62270,,,,,,,Down,Hit,TEST,TEST,,,,,,,,,6,フォルト,3,2
253,253,59,62313,,,,,,,Up,Hit,TEST,TEST,,,,,,,,,6,フォルト,4,1
254,254,59,62445,,,,,,,Down,Hit,TEST,TEST,,,,,,,,,6,フォルト,5,0
255,255,60,62534,1.685,12.07,-3.985,-15.03,0.904999999999999,12.07,Down,Hit,TEST,TEST,1024.0,224.0,493.0,228.0,279.0,709.0,1237.0,711.0,2,リターンエラー,0,1
256,256,60,62586,-6.815,-12.74,-5.875,-12.92,0.904999999999999,12.07,Down,Hit,TEST,TEST,1024.0,224.0,493.0,228.0,279.0,709.0,1237.0,711.0,2,リターンエラー,1,0
257,257,61,63054,-0.765000000000001,12.02,3.565,-14.65,-1.265,12.02,Down,Hit,TEST,TEST,1017.0,223.0,503.0,227.0,288.0,700.0,1229.0,703.0,3,ボレーエラー,0,2
258,258,61,63112,5.905,-13.34,5.085,-13.03,-0.465000000000001,9.26,Up,Hit,TEST,TEST,1016.0,223.0,503.0,228.0,289.0,701.0,1230.0,704.0,3,ボレーエラー,1,1
259,259,61,63137,-0.505,5.81,4.435,-13.64,-0.905,6.0,Up,Hit,TEST,TEST,1016.0,223.0,503.0,228.0,289.0,701.0,1230.0,704.0,3,ボレーエラー,2,0
260,260,62,63743,1.415,11.23,-4.105,-14.94,1.075,11.23,Down,Hit,TEST,TEST,1018.0,225.0,503.0,229.0,289.0,701.0,1230.0,704.0,7,ストロークエラー,0,6
261,261,62,63770,-6.965,-13.68,-5.565,-13.68,0.824999999999999,11.61,Up,Hit,TEST,TEST,1018.0,225.0,503.0,227.0,289.0,702.0,1230.0,704.0,7,ストロークエラー,1,5
262,262,62,63804,3.115,12.09,-4.355,-13.0,1.945,12.09,Down,Hit,TEST,TEST,1018.0,225.0,504.0,226.0,289.0,702.0,1230.0,703.0,7,ストロークエラー,2,4
263,263,62,63842,-3.495,-14.09,-2.265,-14.09,1.355,12.59,Up,Hit,TEST,TEST,1019.0,225.0,503.0,228.0,289.0,701.0,1230.0,704.0,7,ストロークエラー,3,3
264,264,62,63875,3.485,13.26,-1.265,-14.82,2.165,13.26,Down,Hit,TEST,TEST,1017.0,224.0,502.0,228.0,289.0,701.0,1229.0,704.0,7,ストロークエラー,4,2
265,265,62,63912,3.485,13.26,-2.975,-15.18,1.425,13.56,Down,Hit,TEST,TEST,1017.0,224.0,502.0,228.0,289.0,701.0,1229.0,704.0,7,ストロークエラー,5,1
266,266,62,63939,3.205,13.53,-2.175,-14.58,2.285,13.53,Down,Hit,TEST,TEST,1019.0,225.0,503.0,228.0,289.0,701.0,1230.0,704.0,7,ストロークエラー,6,0
267,267,63,64835,-0.785,11.49,3.825,-14.76,-0.815,11.49,Down,Hit,TEST,TEST,1019.0,225.0,503.0,228.0,289.0,701.0,1230.0,704.0,4,ストロークウィナー,0,3
268,268,63,64859,5.455,-13.6,4.245,-13.6,-0.585,10.38,Up,Hit,TEST,TEST,1019.0,226.0,503.0,228.0,289.0,701.0,1230.0,704.0,4,ストロークウィナー,1,2
269,269,63,64883,-0.915,7.42,4.135,-13.35,-0.865,7.42,Down,Hit,TEST,TEST,1016.0,223.0,502.0,228.0,289.0,702.0,1230.0,704.0,4,ストロークウィナー,2,1
270,270,63,64924,-1.875,-13.23,-0.465000000000001,-13.4,-0.795,3.68,Down,Hit,TEST,TEST,1016.0,223.0,502.0,228.0,289.0,702.0,1230.0,704.0,4,ストロークウィナー,3,0
271,271,64,65689,1.665,-48.87,-4.175,-15.07,-28.145,-48.87,Down,Hit,TEST,TEST,1017.0,227.0,504.0,230.0,289.0,702.0,1229.0,704.0,5,ストロークエラー,0,4
272,272,64,65743,-7.055,-13.21,-5.495,-13.21,0.925,11.54,Up,Hit,TEST,TEST,1016.0,227.0,504.0,228.0,289.0,702.0,1230.0,705.0,5,ストロークエラー,1,3
273,273,64,65777,1.965,12.11,-5.925,-13.71,1.175,12.11,Down,Hit,TEST,TEST,1016.0,226.0,503.0,230.0,289.0,702.0,1230.0,705.0,5,ストロークエラー,2,2
274,274,64,65821,1.725,-13.97,0.455,-13.97,-0.185000000000001,12.7,Up,Hit,TEST,TEST,1019.0,227.0,503.0,229.0,289.0,702.0,1230.0,705.0,5,ストロークエラー,3,1
275,275,64,65867,-2.855,12.68,2.225,-15.45,-3.885,12.68,Down,Hit,TEST,TEST,1018.0,228.0,503.0,229.0,286.0,700.0,1229.0,705.0,5,ストロークエラー,4,0
276,276,65,66637,-0.935,12.0,3.705,-14.76,-1.365,12.0,Down,Hit,TEST,TEST,1016.0,223.0,503.0,228.0,289.0,704.0,1230.0,704.0,15,ボレーウィナー,0,14
277,277,65,66687,5.445,-13.04,4.265,-13.04,-1.235,11.18,Up,Hit,TEST,TEST,1019.0,227.0,503.0,230.0,289.0,704.0,1230.0,705.0,15,ボレーウィナー,1,13
278,278,65,66732,-3.035,11.06,2.175,-14.5,-2.155,11.06,Down,Hit,TEST,TEST,1017.0,225.0,503.0,229.0,289.0,703.0,1230.0,705.0,15,ボレーウィナー,2,12
279,279,65,66771,5.685,-14.25,4.905,-14.28,-1.475,11.99,Up,Hit,TEST,TEST,1016.0,225.0,503.0,229.0,289.0,704.0,1230.0,705.0,15,ボレーウィナー,3,11
280,280,65,66820,-2.595,11.55,2.295,-14.59,-4.625,11.94,Down,Hit,TEST,TEST,1016.0,225.0,503.0,229.0,289.0,705.0,1230.0,705.0,15,ボレーウィナー,4,10
281,281,65,66872,-2.055,-16.88,-0.815,-16.88,-2.845,11.94,Up,Hit,TEST,TEST,1017.0,225.0,503.0,230.0,289.0,704.0,1230.0,705.0,15,ボレーウィナー,5,9
282,282,65,66915,-1.525,13.68,0.534999999999999,-16.27,-2.285,13.68,Down,Hit,TEST,TEST,1018.0,226.0,503.0,229.0,288.0,704.0,1230.0,705.0,15,ボレーウィナー,6,8
283,283,65,66963,4.965,-15.94,4.835,-15.94,-1.915,12.91,Up,Hit,TEST,TEST,1017.0,227.0,503.0,230.0,289.0,704.0,1230.0,705.0,15,ボレーウィナー,7,7
284,284,65,66997,-2.575,-46.89,3.415,-16.05,-3.625,12.68,Down,Hit,TEST,TEST,1019.0,227.0,503.0,228.0,284.0,705.0,1230.0,705.0,15,ボレーウィナー,8,6
285,285,65,67036,6.085,-14.69,4.575,-15.67,-2.135,11.55,Down,Hit,TEST,TEST,1019.0,227.0,503.0,228.0,284.0,705.0,1230.0,705.0,15,ボレーウィナー,9,5
286,286,65,67097,-2.055,6.41,2.595,-18.68,-3.005,6.5,Down,Hit,TEST,TEST,1019.0,228.0,503.0,230.0,289.0,705.0,1230.0,705.0,15,ボレーウィナー,10,4
287,287,65,67132,-3.395,-19.23,-2.305,-19.75,-1.975,5.06,Up,Hit,TEST,TEST,1016.0,225.0,503.0,229.0,289.0,704.0,1230.0,705.0,15,ボレーウィナー,11,3
288,288,65,67196,1.305,8.36,-1.685,-20.28,0.805,8.36,Down,Hit,TEST,TEST,1016.0,225.0,503.0,229.0,289.0,705.0,1230.0,705.0,15,ボレーウィナー,12,2
289,289,65,67234,4.345,-17.53,3.165,-18.39,0.274999999999999,10.81,Down,Hit,TEST,TEST,1016.0,225.0,503.0,229.0,289.0,705.0,1230.0,705.0,15,ボレーウィナー,13,1
